Date,Description,Amount,Schedule C Category
10-21-21,Check 2249,-300,Paid Checks
10-21-21,Check 2250,-910,Paid Checks
10-21-21,Check 2973,-80,Paid Checks
10-22-21,ACH AUTO RENTALS INC ACH PAYMNT IV175091 4177813 000000000031017000000000031017000000000000000,516.52,Other Business Income
10-22-21,ACH Square Inc 211022 P2,851.4,Business Income
10-22-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,43.52,COGS:Materials & Supplies
10-22-21,Debit RCR Rev PAYPAL *WALMART 4029357733 C #4349,4.9,Uncategorized
10-22-21,Debit RCR Rev PAYPAL *WALMART 4029357733 C #4349,5.08,Uncategorized
10-22-21,Debit Card WM SUPERCENTER # SULPHUR SPRI NT #4349,-68.69,Business Supplies
10-22-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.78,Business Supplies
10-22-21,Debit Card CARNIVAL- THE FU MIAMI F #4349,-195.84,Owners Draw
10-22-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-24.19,Meals
10-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-18.4,COGS:Materials & Supplies
10-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-47.58,COGS:Materials & Supplies
10-22-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-146.62,COGS:Materials & Supplies
10-22-21,Debit Card 159 BRAUMS STORE SULPHUR SPRI NT #4349,-5.93,Owners Draw
10-22-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #4349,-25.16,Meals
10-22-21,Debit Card PANDA EXPRESS #2 SULPHUR SPRI NT #4349,-10.55,Meals
10-22-21,Debit Card DOORDASH*CHILIS SAN FRANCISC OC #4349,-85.11,Meals
10-22-21,Debit RCR PAYPAL *WALMART 4029357733 C #4349,-9.98,Financial Fees:Payment Processing
10-22-21,Cash Roundup Transfer,-5.17,Miscellaneous Expenses
10-25-21,Deposit,1559.24,Business Income
10-25-21,Deposit,4000,Business Income
10-25-21,Deposit,1183.7,Business Income
10-25-21,ACH Square Inc 211025 P2,171.98,Business Income
10-25-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,56.1,COGS:Materials & Supplies
10-25-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,283.62,COGS:Materials & Supplies
10-25-21,ATM Withdrawal 4418 SOUTH HIGHWAY DURANT O #4349,-1004.5,Owners Draw
10-25-21,ATM Withdrawal 4418 SOUTH HIGHWAY DURANT O #4349,-1004.5,Owners Draw
10-25-21,ATM Withdrawal 4418 SOUTH HIGHWAY DURANT O #4349,-1004.5,Owners Draw
10-25-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-200,Owners Draw
10-25-21,Debit Card Sulphur S Sulphu Sulphur Spri nT #4349,-22.67,Business Supplies
10-25-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #4349,-41.32,Owners Draw
10-25-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #4349,-33.91,Owners Draw
10-25-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-128.05,Business Supplies
10-25-21,Debit Card EZ MART 4282 SULPHUR SPRI NT #4349,-24.82,Business Supplies
10-25-21,Debit Card REHKOPF FAMILY F SULPHUR SPRI NT #4349,-16.41,Owners Draw
10-25-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.78,Business Supplies
10-25-21,Debit Card CATO #631 SULPHUR SPGS T #0759,-90.87,Owners Draw
10-25-21,Debit Card SUPER HANDY SULPHUR SPRI NT #0759,-10.58,Business Supplies
10-25-21,Debit Card COLLEGE PAY AMARILLO T #4349,-1,Owners Draw
10-25-21,Debit Card COLLEGE PAY AMARILLO T #4349,-21,Owners Draw
10-25-21,Debit Card OPTIMUM OUTCOMES 877-7959819 A #4349,-127.37,Owners Draw
10-25-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
10-25-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #0759,-19.42,Meals
10-25-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-48.36,COGS:Materials & Supplies
10-25-21,Debit Card WINDHAM PROS-FIC 800-969-0059 N #0759,-125,Legal & Professional Services
10-25-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-34.4,COGS:Materials & Supplies
10-25-21,Debit Card JUAN PABLOS MEX SULPHUR SPRI NT #0759,-26.9,Meals
10-25-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-283.62,COGS:Materials & Supplies
10-25-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-13.11,Meals
10-25-21,Debit Card CHILI'S SULPHUR SULPHUR SPRI NT #4349,-73.09,Meals
10-25-21,Debit Card RUSH TRK CTR TYL 9035250500 T #4349,-1293.29,COGS:Materials & Supplies
10-25-21,Debit Card SQ *GRANNY'S DON Sulphur Spri nT #0759,-11.1,Meals
10-25-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-17.76,Meals
10-25-21,Debit Card PAYPAL *jalaynem San Jose C #4349,-11.42,Financial Fees:Payment Processing
10-25-21,Debit Card MCDONALD'S F1064 COMMERCE T #0759,-14.12,Meals
10-25-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-13.11,Meals
10-25-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-30.57,Meals
10-25-21,Debit Card SQ *PATRICIA REE Sulphur Spri nT #0759,-135.7,Owners Draw
10-25-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-17.81,Meals
10-25-21,Debit RCR Disney PLUS Burbank C #4349,-8.63,Owners Draw
10-25-21,Cash Roundup Transfer,-13.81,Miscellaneous Expenses
10-25-21,Check 2251,-120.62,Paid Checks
10-25-21,Check 2256,-960,Paid Checks
10-26-21,ACH AUTO RENTALS INC ACH PAYMNT IV595911 4185553 000000000101370000000000101370000000000000000,1013.7,Other Business Income
10-26-21,ACH Square Inc 211026 P2,383.24,Business Income
10-26-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-37.95,Business Supplies
10-26-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-15.21,COGS:Materials & Supplies
10-26-21,Debit Card Amazon Kids+*LI8 888-802-3080 W #4349,-7.45,Owners Draw
10-26-21,Debit Card GT TOOLS - MATCO 903-272-5787 T #4349,-75,COGS:Materials & Supplies
10-26-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-6.26,Meals
10-26-21,ACH WEX INC FLEET DEBI,-148.13,Vehicle Expenses:Fuel
10-26-21,Cash Roundup Transfer,-2.13,Miscellaneous Expenses
10-26-21,Check 2253,-1103,Paid Checks
10-26-21,Check 2259,-800,Paid Checks
10-27-21,ACH AUTO RENTALS INC ACH PAYMNT IV229515 4189497 000000000224928000000000224928000000000000000,2249.28,Other Business Income
10-27-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #4349,-500,Owners Draw
10-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-41.87,Business Supplies
10-27-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-8.29,Business Supplies
10-27-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-49.48,Business Supplies
10-27-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.51,Business Supplies
10-27-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-10.52,COGS:Materials & Supplies
10-27-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-44.04,COGS:Materials & Supplies
10-27-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-19.23,COGS:Materials & Supplies
10-27-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
10-27-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
10-27-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #4349,-6.26,Meals
10-27-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-3.24,Owners Draw
10-27-21,Cash Roundup Transfer,-5.56,Miscellaneous Expenses
10-27-21,Check 2255,-3300,Paid Checks
10-27-21,Check 2257,-2222.88,Paid Checks
10-27-21,Check 2258,-420,Paid Checks
10-27-21,Check 2260,-1000,Paid Checks
10-27-21,Check 2336,-125,Paid Checks
10-28-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,65,Account Transfers
10-28-21,Debit Card QT 993 OUTSIDE 1 TERRELL T #4349,-39.27,Vehicle Expenses:Fuel
10-28-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
10-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-33.15,COGS:Materials & Supplies
10-28-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-15.72,COGS:Materials & Supplies
10-28-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-13.11,Meals
10-28-21,Debit Card KFC G135402 MT PLEASANT T #4349,-13.28,Meals
10-28-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
10-28-21,Debit Card APPLE.COM/BILL C #4349,-3.24,Owners Draw
10-28-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
10-28-21,Debit RCR CARROLL TIRE 877-822-0009 F #4349,-539.28,COGS:Materials & Supplies
10-28-21,Cash Roundup Transfer,-5.69,Miscellaneous Expenses
10-29-21,ACH AUTO RENTALS INC ACH PAYMNT IV098175 4197226 000000000040028000000000040028000000000000000,400.28,Other Business Income
10-29-21,Debit Card Wal-Mart Super C SULPHUR SPRI NT #0759,-144,Business Supplies
10-29-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-21.17,COGS:Materials & Supplies
10-29-21,Debit Card SQ *NORTHCUTT DO PARIS T #0759,-11.43,Owners Draw
10-29-21,Cash Roundup Transfer,-1.4,Miscellaneous Expenses
10-29-21,Check 2337,-151.54,Paid Checks
11-01-21,Deposit,1200,Business Income
11-01-21,Deposit,505.93,Business Income
11-01-21,Deposit,3000,Business Income
11-01-21,ACH Square Inc 211101 P2,198.7,Business Income
11-01-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
11-01-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-204.25,Owners Draw
11-01-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.78,Business Supplies
11-01-21,Debit Card JOE BOBS SULPHUR SPRI NT #0759,-8.06,Vehicle Expenses:Fuel
11-01-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-30,Business Supplies
11-01-21,Debit Card COLLEGE PAY AMARILLO T #4349,-1,Owners Draw
11-01-21,Debit Card COLLEGE PAY AMARILLO T #4349,-21,Owners Draw
11-01-21,Debit Card EMORY EYECARE EMORY T #4349,-8,Owners Draw
11-01-21,Debit Card CN GRANT FOOD & GRANT O #4349,-22.5,Meals
11-01-21,Debit Card TACO BELL 009540 SULPHUR SPRI NT #0759,-26.88,Meals
11-01-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-15.29,Meals
11-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-25.71,Meals
11-01-21,Debit Card Prime Video*QG37 888-802-3080 W #4349,-10.81,Owners Draw
11-01-21,Debit Card PAYPAL *4EBOUTIQ San Jose C #4349,-27.81,Financial Fees:Payment Processing
11-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-9.39,Meals
11-01-21,Debit Card DOORDASH*MCDONAL SAN FRANCISC OC #4349,-15.05,Meals
11-01-21,Debit Card STRAIGHTTALK*AIR 877-430-2355 F #4349,-60.3,Utilities:Phone
11-01-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-01-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-100,Owners Draw
11-01-21,ACH AMEX EPAYMENT ACH PMT ER AM,-1000,Business Insurance
11-01-21,Cash Roundup Transfer,-6.16,Miscellaneous Expenses
11-01-21,Check 2254,-776,Paid Checks
11-01-21,Check 2875,-80,Paid Checks
11-02-21,ACH AUTO RENTALS INC ACH PAYMNT IV690715 4205330 000000000033096000000000033096000000000000000,330.96,Other Business Income
11-02-21,ACH Square Inc 211102 P2,2023.01,Business Income
11-02-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-20.76,Business Supplies
11-02-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-13.75,Business Supplies
11-02-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-85.67,COGS:Materials & Supplies
11-02-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-103.74,COGS:Materials & Supplies
11-02-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
11-02-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-02-21,ACH CAPITAL ONE MOBILE PMT,-1000,Owners Draw
11-02-21,ACH WEX INC FLEET DEBI,-148.13,Vehicle Expenses:Fuel
11-02-21,Cash Roundup Transfer,-1.82,Miscellaneous Expenses
11-02-21,Check 2338,-75,Paid Checks
11-02-21,Check 2340,-800,Paid Checks
11-03-21,Deposit,2850,Business Income
11-03-21,ACH AUTO RENTALS INC ACH PAYMNT IV91594 4209009 000000000153000000000000153000000000000000000,5707.57,Other Business Income
11-03-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-200,Owners Draw
11-03-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-60,Owners Draw
11-03-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-10.94,Business Supplies
11-03-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-48.17,Business Supplies
11-03-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-48.78,Business Supplies
11-03-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-16.22,Business Supplies
11-03-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-12.99,Business Supplies
11-03-21,Debit Card Sulphur S Sulphu Sulphur Spri nT #4349,-23.8,Business Supplies
11-03-21,Debit Card JOE BOB #3 SULPHUR SPRI NT #4349,-3.33,Owners Draw
11-03-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-40,Business Supplies
11-03-21,Debit Card A 1 AUTO SUPPLY SULPHUR SPRI NT #4349,-122.92,COGS:Materials & Supplies
11-03-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-199.98,COGS:Materials & Supplies
11-03-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
11-03-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-200,Owners Draw
11-03-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-03-21,ACH 86301 CHESAPEAKE PAYMENT INSURANCE,-115,Business Insurance
11-03-21,Cash Roundup Transfer,-3.61,Miscellaneous Expenses
11-03-21,Check 2339,-1000,Paid Checks
11-03-21,Check 2341,-700,Paid Checks
11-03-21,Check 2342,-700,Paid Checks
11-04-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-3.9,Business Supplies
11-04-21,Debit Card WAL-MART #0417 SULPHUR SPRI NT #4349,-52.33,Business Supplies
11-04-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.51,Business Supplies
11-04-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-40.01,Business Supplies
11-04-21,Debit Card SUPER HANDY 7 SULPHUR SPRI NT #4349,-23.61,Business Supplies
11-04-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-19.34,COGS:Materials & Supplies
11-04-21,Debit Card AMAZON.COM*TA0T7 SEATTLE W #4349,-14.6,Business Supplies
11-04-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-04-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
11-04-21,Debit RCR APPLE.COM/BILL 866-712-7753 C #4349,-5.4,Owners Draw
11-04-21,Cash Roundup Transfer,-5.04,Miscellaneous Expenses
11-04-21,Check 2262,-300,Paid Checks
11-05-21,ACH Square Inc 211105 P2,1412.88,Business Income
11-05-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-44.98,Business Supplies
11-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-25.85,COGS:Materials & Supplies
11-05-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-31.94,COGS:Materials & Supplies
11-05-21,Debit Card STATE FARM INSU 8009566310 I #4349,-358.77,Business Insurance
11-05-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-12.72,Meals
11-05-21,Withdrawal,-3200,Owners Draw
11-05-21,Cash Roundup Transfer,-0.74,Miscellaneous Expenses
11-05-21,Check 2263,-350,Paid Checks
11-08-21,Deposit,12072.74,Business Income
11-08-21,Deposit,2115.95,Business Income
11-08-21,ACH AUTO RENTALS INC ACH PAYMNT IV78887 4220430 000000000020784000000000020784000000000000000,207.84,Other Business Income
11-08-21,Debit Card Rev NAPA SULPHUR SPR SULPHUR SPRI NT #4349,311.22,COGS:Materials & Supplies
11-08-21,Debit Card JOE BOBS #2 SULPHUR SPRI NT #4349,-40.66,Vehicle Expenses:Fuel
11-08-21,Debit Card COLLEGE PAY AMARILLO T #4349,-1,Owners Draw
11-08-21,Debit Card COLLEGE PAY AMARILLO T #4349,-26.25,Owners Draw
11-08-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
11-08-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #0759,-10.74,Meals
11-08-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-48.45,COGS:Materials & Supplies
11-08-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-39.48,COGS:Materials & Supplies
11-08-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-311.22,COGS:Materials & Supplies
11-08-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-60,Owners Draw
11-08-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-100,Owners Draw
11-08-21,Debit Card ERIC JONES SNAP 903-717-0020 T #4349,-250,Owners Draw
11-08-21,Debit Card SQ *GRANNY'S DON Sulphur Spri nT #0759,-28.8,Meals
11-08-21,Debit Card DD DOORDASH JACK 8559731040 C #4349,-30.87,Meals
11-08-21,Debit Card Prime Video*IL3O 888-802-3080 W #4349,-4.32,Owners Draw
11-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-08-21,Debit Card Prime Video*M173 888-802-3080 W #4349,-4.32,Owners Draw
11-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-08-21,Debit Card Prime Video*VV0L 888-802-3080 W #4349,-21.64,Owners Draw
11-08-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-25,Owners Draw
11-08-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-30.56,Meals
11-08-21,Debit Card Guaranty Pay Gua Mount Pleasa nT #4349,-60,Owners Draw
11-08-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-76.53,Owners Draw
11-08-21,ACH AM INCOME LIFE INS.PREM 800-433-3405,-22.98,Owners Draw
11-08-21,ACH CAPITAL ONE MOBILE PMT,-125,Owners Draw
11-08-21,"Overdraft Charge 2261 14,374.42",-29,Financial Fees:Bank Charges
11-08-21,Cash Roundup Transfer,-7.91,Miscellaneous Expenses
11-08-21,Check 2261,-14374.42,Paid Checks
11-08-21,Check 2264,-900,Paid Checks
11-08-21,Check 2347,-240,Paid Checks
11-09-21,Deposit,2058,Business Income
11-09-21,Deposit,5600,Business Income
11-09-21,Deposit,985,Business Income
11-09-21,ACH Square Inc 211109 P2,208.6,Business Income
11-09-21,IB INTERNET TRANSFER FROM ACCOUNT *8069,35,Account Transfers
11-09-21,ATM Withdrawal 919 GILMER ST SULPHUR SPRI NT #0759,-60,Owners Draw
11-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-18.23,Business Supplies
11-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-12.23,Business Supplies
11-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-50.19,Business Supplies
11-09-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.51,Business Supplies
11-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-28.49,COGS:Materials & Supplies
11-09-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-42.39,COGS:Materials & Supplies
11-09-21,Debit Card BURGERS & FRIES SULPHUR SPRI NT #0759,-23.82,Meals
11-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-09-21,Debit Card GT TOOLS - MATCO 903-272-5787 T #4349,-75,COGS:Materials & Supplies
11-09-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-09-21,ACH WEX INC FLEET DEBI,-148.13,Vehicle Expenses:Fuel
11-09-21,Cash Roundup Transfer,-5.62,Miscellaneous Expenses
11-09-21,Check 2266,-700,Paid Checks
11-09-21,Check 2267,-100,Paid Checks
11-10-21,Deposit,6500,Business Income
11-10-21,Deposit,9591.77,Business Income
11-10-21,Deposit,1307.5,Business Income
11-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
11-10-21,ATM Withdrawal US HWY 271 SOUTH GRANT O #4349,-1004.25,Owners Draw
11-10-21,Debit Card EVI*CHOCTAW CASI GRANT O #4349,-1037.5,Owners Draw
11-10-21,Debit Card CEFCO #1102 PARI PARIS T #4349,-17.69,Vehicle Expenses:Fuel
11-10-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-50.61,Business Supplies
11-10-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-16.51,Business Supplies
11-10-21,Debit Card DONUT SUPREME SULPHUR SPRI NT #0759,-7.45,Owners Draw
11-10-21,Debit Card PIZZA INN - SULP SULPHUR SPRI NT #4349,-28.58,Meals
11-10-21,Debit Card DD DOORDASH SIMP 8559731040 C #4349,-23.95,Meals
11-10-21,Debit Card RRV MANAGEMENT I 903-7844473 T #0759,-54.97,Rent and Lease
11-10-21,Debit Card ALLERGY ENT CLIN ROCKWALL T #0759,-623.32,Owners Draw
11-10-21,Debit Card FIV*AUTOLUBE- BR SULPHUR SPRI NT #4349,-170.88,Vehicle Expenses:Repairs
11-10-21,Debit Card PANDA EXPRESS #2 SULPHUR SPRI NT #0759,-12,Meals
11-10-21,Debit Card DAT SOLUTIONS 80 800-3285302 O #4349,-133.25,Office Expenses:Software
11-10-21,Debit Card AMAZON.COM*FV8DW SEATTLE W #4349,-28.13,Business Supplies
11-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-6.26,Meals
11-10-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-9.92,Meals
11-10-21,Debit Card Kindle Unltd*YL9 866-321-8851 W #4349,-10.81,Dues and Subscription
11-10-21,IB INTERNET TRANSFER TO ACCOUNT *1628,-1400,Account Transfers
11-10-21,IB INTERNET TRANSFER TO ACCOUNT *3929,-950,Account Transfers
11-10-21,Cash Roundup Transfer,-6.17,Miscellaneous Expenses
11-10-21,Check 2265,-1000,Paid Checks
11-10-21,Check 2268,-300,Paid Checks
11-10-21,Check 2876,-640,Paid Checks
11-12-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-11.3,Business Supplies
11-12-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-10.23,Vehicle Expenses:Fuel
11-12-21,Debit Card DOLLAR-GE DG 017 SULPHUR SPRI NT #4349,-19.9,Business Supplies
11-12-21,Debit Card BROOKSHIR 809 GI SULPHUR SPRI NT #4349,-8.56,Business Supplies
11-12-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-46.17,Business Supplies
11-12-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-24.49,Business Supplies
11-12-21,Debit Card Frontier Communi Irving T #4349,-195.12,Utilities:Internet
11-12-21,Debit Card SUPER HANDY SULPHUR SPRI NT #4349,-21.9,Business Supplies
11-12-21,Debit Card BURKES OUT(800-6 Sulphur Spri nT #0759,-108.54,Owners Draw
11-12-21,Debit Card JOE BOB'S #5 COMO T #4349,-25.03,Owners Draw
11-12-21,Debit Card JOE BOB'S #5 COMO T #4349,-50.15,Owners Draw
11-12-21,Debit Card WALGREENS 1130 S SULPHUR SPRI NT #0759,-25.97,Business Supplies
11-12-21,Debit Card JOE BOBS SULPHUR SPRI NT #4349,-19.36,Vehicle Expenses:Fuel
11-12-21,Debit Card CHICK-FIL-A #041 SULPHUR SPRI NT #4349,-11.45,Meals
11-12-21,Debit Card QT 993 TERRELL T #4349,-7.55,Vehicle Expenses:Fuel
11-12-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-50,COGS:Materials & Supplies
11-12-21,Debit Card MAC TOOLS - GILM GILMER T #4349,-150,COGS:Materials & Supplies
11-12-21,Debit Card DD DOORDASH MCDO 8559731040 C #4349,-13.11,Meals
11-12-21,Debit Card SQ *SS CENTRE FO Sulphur Spri nT #0759,-367,Uncategorized
11-12-21,Debit Card LIBERTY POWER HO 866-7693799 F #4349,-338.86,Utilities:Electricity
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-77.83,COGS:Materials & Supplies
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-6.72,COGS:Materials & Supplies
11-12-21,Debit Card JUAN PABLOS MEX SULPHUR SPRI NT #4349,-85.46,Meals
11-12-21,Debit Card IFOCUS VISION CA SULPHUR SPRI NT #0759,-140,Owners Draw
11-12-21,Debit Card DAIRY QUEEN - 44 SULPHUR SPRI NT #0759,-12.21,Meals
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-12.56,COGS:Materials & Supplies
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-39.48,COGS:Materials & Supplies
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-5.25,COGS:Materials & Supplies
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-4.69,COGS:Materials & Supplies
11-12-21,Debit Card NAPA SULPHUR SPR SULPHUR SPRI NT #4349,-1.26,COGS:Materials & Supplies
11-12-21,Debit Card WHATABURGER 773 SULPHUR SPRI NT #0759,-9.2,Meals
11-12-21,Debit Card MCDONALD'S F6509 SULPHUR SPGS T #0759,-7.56,Meals
11-12-21,Debit Card DD DOORDASH MCDO 8559731040 C #4349,-46.33,Meals
11-12-21,Debit Card DD DOORDASH MCDO 8559731040 C #4349,-15.07,Meals
